text,rating,sentiment,text_clean,label_indobert,label_mbert
Aplikasi semua pemerintah itu aneh data semua udah bener untuk lupa effin malah salah terus ! Berulang kali taaik,1,Negative,aplikasi semua pemerintah itu aneh data semua udah bener untuk lupa effin malah salah terus berulang kali taaik,Negative,Negative
Aplikasi ( tolol) . Maaf kemarin aplikasi sebelah pengurusan ijin berkemudi online yang saya komentari .sekarang ini juga sama saja. Tinggal verifikasi online via email apa susahnya dengan sistem yang dikelola swasta. Sekelas pemerintah saja pakai aplikasi bikin susah,1,Negative,aplikasi tolol maaf kemarin aplikasi sebelah pengurusan ijin berkemudi online yang saya komentari sekarang ini juga sama saja tinggal verifikasi online via email apa susahnya dengan sistem yang dikelola swasta sekelas pemerintah saja pakai aplikasi bikin susah,Negative,Negative
Aplikasi ngga guna,1,Negative,aplikasi ngga guna,Negative,Negative
"udah 2bulan ini tsk bs bayar pajak,entah ada gangguan apa aplikasi ini,nanti jgn salhkan sy gak bayar ya pak,aplikasinya aja yg tdk mumpuni",1,Negative,udah 2bulan ini tsk bs bayar pajak entah ada gangguan apa aplikasi ini nanti jgn salhkan sy gak bayar ya pak aplikasinya aja yg tdk mumpuni,Negative,Negative
"di app nya gk bisa masuk, tapi di web bisa, bneran gk guna jd nya",1,Negative,di app nya gk bisa masuk tapi di web bisa bneran gk guna jd nya,Negative,Negative
App dan website sama aja pendaftaran online gk bisa krn kode captha salah teroooos Sama aja gk bisa. Bkin online dong kalau kyk gni,1,Negative,app dan website sama aja pendaftaran online gk bisa krn kode captha salah teroooos sama aja gk bisa bkin online dong kalau kyk gni,Negative,Negative
"perbaiki dulu woy pendaftarannya, wajib bayar pajak tapi nyusahin di pendaftaran hadeh",1,Negative,perbaiki dulu woy pendaftarannya wajib bayar pajak tapi nyusahin di pendaftaran hadeh,Negative,Negative
"Aplikasi sampah, buat login aja susah",1,Negative,aplikasi sampah buat login aja susah,Negative,Negative
"User sdh terdaftar tapi mau login gagal terus Padahal aplikasi punya pemerintah, tp kok gini amat 🙄",1,Negative,user sdh terdaftar tapi mau login gagal terus padahal aplikasi punya pemerintah tp kok gini amat,Negative,Negative
Baru aja dibuka udah force close.. Sm j2 prime betulin android 6,1,Negative,baru aja dibuka udah force close sm j2 prime betulin android 6,Negative,Negative
"Harusnya mempermudah, tapi ini justru mempersulit. Kenapa susah sekali login, padahal sudah jelas benar email sama paswordnya",1,Negative,harusnya mempermudah tapi ini justru mempersulit kenapa susah sekali login padahal sudah jelas benar email sama paswordnya,Negative,Negative
Gak bisa dipakai masih bagus yg sebelumnya,1,Negative,gak bisa dipakai masih bagus yg sebelumnya,Negative,Negative
pajak udah di bayar server malahan lemot parah dasa !,1,Negative,pajak udah di bayar server malahan lemot parah dasa,Negative,Negative
Eror nee aplikasi nyaa dari semalam di tanggal 02/11/2023 sampai hingga saat ini pagi jam 6.26 Hari d tanggal 03/11/2023 gimana kementrian keuangan pengelola Perpajakan??,1,Negative,eror nee aplikasi nyaa dari semalam di tanggal 02 11 2023 sampai hingga saat ini pagi jam 6 26 hari d tanggal 03 11 2023 gimana kementrian keuangan pengelola perpajakan,Negative,Negative
BUAT APLIKASI RINGAN AJA GABISA.. TOLOL!!!,1,Negative,buat aplikasi ringan aja gabisa tolol,Negative,Negative
"blum apa2 udah app error, pasti bukan w doang yg heran kenapa aplikasi buatan pemerintah yang harusnya bagus malah jadi abal2 begini, pihak pengembang yang serius lah bikin aplikasi besar begini, ini lebih mirip aplikasi yang masih Alpha version.. tingkatkan lagi,nanti kalo udah jelas, baru dirilis ulang!!!!!!",1,Negative,blum apa2 udah app error pasti bukan w doang yg heran kenapa aplikasi buatan pemerintah yang harusnya bagus malah jadi abal2 begini pihak pengembang yang serius lah bikin aplikasi besar begini ini lebih mirip aplikasi yang masih alpha version tingkatkan lagi nanti kalo udah jelas baru dirilis ulang,Negative,Negative
"02/11/2023 tumbang server ga bisa akses , server negara",1,Negative,02 11 2023 tumbang server ga bisa akses server negara,Negative,Negative
kom,5,Positive,kom,Positive,Positive
Kode Vertifikasi kok lama banget,1,Negative,kode vertifikasi kok lama banget,Negative,Negative
"Bikin web yang bener , kalo gk bisa di akses gausah bikin , makannya jangan kebanyakan d korup jadi nya gk maksimal",1,Negative,bikin web yang bener kalo gk bisa di akses gausah bikin makannya jangan kebanyakan d korup jadi nya gk maksimal,Negative,Negative
"APLIKASI APA SIH SEBENERNYA INI HADEUHHHHHH, sebesar itu nama djp, tapi bikin apk kok begini 🥲",1,Negative,aplikasi apa sih sebenernya ini hadeuhhhhhh sebesar itu nama djp tapi bikin apk kok begini,Negative,Negative
"Jadi jelek dang gak guna karena nggak bisa dipakai. Masih mending dulu, walaupun harus ribet berulang kali login kalau mau pake. Berharap pembenahan tapi kayaknya mustahil. Terlihat dari rating yang nggak sampai 3.",1,Negative,jadi jelek dang gak guna karena nggak bisa dipakai masih mending dulu walaupun harus ribet berulang kali login kalau mau pake berharap pembenahan tapi kayaknya mustahil terlihat dari rating yang nggak sampai 3,Negative,Negative
"Aplikasi Tidak Bisa Login,Di Chrome Bisa...Bisa Buat Aplikasi Tidak",1,Negative,aplikasi tidak bisa login di chrome bisa bisa buat aplikasi tidak,Negative,Negative
"Tolong di perbaiki, kadang eror di saat mau login",5,Positive,tolong di perbaiki kadang eror di saat mau login,Positive,Positive
"Sangat sangat 👎, tidak bisa di akses",1,Negative,sangat sangat tidak bisa di akses,Negative,Negative
Apk erros terus untuk pemutahiran nik ja dan pelaporan SPT ngga tau yg mana,1,Negative,apk erros terus untuk pemutahiran nik ja dan pelaporan spt ngga tau yg mana,Negative,Negative
"Udh diklik tetap aja ga masuk"" Server eror terus masa?",1,Negative,udh diklik tetap aja ga masuk server eror terus masa,Negative,Negative
"Registrasi sudah berhasil tapi kartu fisik belum di kirim,, dan saya cobak login ulang malah data tidak di temukan.. Payah aplikasi negara kok letoyyyy",1,Negative,registrasi sudah berhasil tapi kartu fisik belum di kirim dan saya cobak login ulang malah data tidak di temukan payah aplikasi negara kok letoyyyy,Negative,Negative
mulai kemarin error terus,1,Negative,mulai kemarin error terus,Negative,Negative
Tidak bisa mengklik jenis pajak saat membuat kode billing,1,Negative,tidak bisa mengklik jenis pajak saat membuat kode billing,Negative,Negative
aplikasi ga guna . mau log in d apk aj gk bisa . note no npwp pasword tidak trdaftar . pdhal msuk d website nya bisa lancar no npwp sma pasword nya udh bener. buat ap d bkin apk klo g bisa d pake . sistem nya apa admin nya yg kerjanya tidur gk d prhtikan perfom dri apk ini . 😂 indah nya negriku,1,Negative,aplikasi ga guna mau log in d apk aj gk bisa note no npwp pasword tidak trdaftar pdhal msuk d website nya bisa lancar no npwp sma pasword nya udh bener buat ap d bkin apk klo g bisa d pake sistem nya apa admin nya yg kerjanya tidur gk d prhtikan perfom dri apk ini indah nya negriku,Negative,Negative
Apk apaan 10kali coba kirim verivikasi aja gak dikirim kirim gak jelas,1,Negative,apk apaan 10kali coba kirim verivikasi aja gak dikirim kirim gak jelas,Negative,Negative
Wajib,5,Positive,wajib,Positive,Positive
Aplikasi negara kok begini... Tim ahlinya NGACO,1,Negative,aplikasi negara kok begini tim ahlinya ngaco,Negative,Negative
"Proses langkah ke 2 selalu gagal..catatannya FLOW TIDAK BENAR ( SESSION TIDAK DITEMUKAN ) ,Aplikasi buatan orang Indonesia ngak ada yang beres...kebanyakan korupsi anggaran biaya😠😠😠😠, masukkan kode captcha salah trus ..yang salah mataku apa yang buat aplikasi nya yah",1,Negative,proses langkah ke 2 selalu gagal catatannya flow tidak benar session tidak ditemukan aplikasi buatan orang indonesia ngak ada yang beres kebanyakan korupsi anggaran biaya masukkan kode captcha salah trus yang salah mataku apa yang buat aplikasi nya yah,Negative,Negative
Mau isi SPT kok susah banget...data sudah di isi pas akhir gagal melulu...banyak bner alasannya....knapa ga di permudah SJ buat pelaporannya...rumit...itu jg lewat web...lewat aplikasi error' tp mlulu...gimana mau jalan perpajakan..klo mau lapor SJ sudah susah,2,Negative,mau isi spt kok susah banget data sudah di isi pas akhir gagal melulu banyak bner alasannya knapa ga di permudah sj buat pelaporannya rumit itu jg lewat web lewat aplikasi error tp mlulu gimana mau jalan perpajakan klo mau lapor sj sudah susah,Negative,Negative
Tidak bisa di pakai utk lapor pajak aplikasinya. Minta restart trs,1,Negative,tidak bisa di pakai utk lapor pajak aplikasinya minta restart trs,Negative,Negative
Lebih mudah aksesnya,4,Positive,lebih mudah aksesnya,Positive,Positive
"Kaya gak guna aja apknya,, buat cetak kode biling aja gak bisa,,, menunya jg gak lrngkap, banyak yang eror,,,menu menunya jg beberapa dialihkan ke web,,, harusnya sekelas dirjen pajak apk dan layananya harus wajib diperbaiki,,, masyarakat yang udah sadar pentingnya pajak harusnya dipermudah bukan dipersulit bayarnya tau tau dapet surat denda🥴🥴🥴",1,Negative,kaya gak guna aja apknya buat cetak kode biling aja gak bisa menunya jg gak lrngkap banyak yang eror menu menunya jg beberapa dialihkan ke web harusnya sekelas dirjen pajak apk dan layananya harus wajib diperbaiki masyarakat yang udah sadar pentingnya pajak harusnya dipermudah bukan dipersulit bayarnya tau tau dapet surat denda,Negative,Negative
Good,5,Positive,good,Positive,Positive
"Aplikasinya gak bisa d operasi kan, coba buat log in pun gak ada respon",1,Negative,aplikasinya gak bisa d operasi kan coba buat log in pun gak ada respon,Negative,Negative
"Aplikasi jelek, ga bisa masuk",1,Negative,aplikasi jelek ga bisa masuk,Negative,Negative
Ok,5,Positive,ok,Positive,Positive
Pelayanan live chat pajak an IVAN sangat amat burukkkkkkk .....,1,Negative,pelayanan live chat pajak an ivan sangat amat burukkkkkkk,Negative,Negative
Mau dapatkan efin karena lupa pasword sudah isi data sesuai ktp tp verifikasi gagal terus. Aplikasi gak guna saya mau bayar bukan mau narik uang pak bu dirjen,1,Negative,mau dapatkan efin karena lupa pasword sudah isi data sesuai ktp tp verifikasi gagal terus aplikasi gak guna saya mau bayar bukan mau narik uang pak bu dirjen,Negative,Negative
Belum berfungsii,1,Negative,belum berfungsii,Negative,Negative
"Kok verifikasi aku gagal terus, Kalau mau aplikasi ini lancar,cara kerjanya jgn di persulit Mulai dari nama, sampai yg di perlukan sudah semua,dan sudah di pastikan ga ada kesalahan,tapi verifikasi gagal terus 😡😡😡😡😡😡😡😡😡👹👹👹👹👹👹👹👹👹👹👹👹👹👹",1,Negative,kok verifikasi aku gagal terus kalau mau aplikasi ini lancar cara kerjanya jgn di persulit mulai dari nama sampai yg di perlukan sudah semua dan sudah di pastikan ga ada kesalahan tapi verifikasi gagal terus,Negative,Negative
"Langsung unimstal,, apk CACAT",1,Negative,langsung unimstal apk cacat,Negative,Negative
Gimana masuknya sihh ko salah Mulu eror Mulu padahal udah aktifasi kartu udah ada tapi tetep aja salah Mulu heran,1,Negative,gimana masuknya sihh ko salah mulu eror mulu padahal udah aktifasi kartu udah ada tapi tetep aja salah mulu heran,Negative,Negative
"Coba pemerintah tolong rekrut orang yg pintar untuk menjalankan aplikasi ini... ini aplikasi sama sekali tidak berguna kalau begini,... Setiap saya mengajukan nomor efin yg lupa selalu gagal verifikasi nya... sumpah gak ada guna nya aplikasi ini kalau bgini",1,Negative,coba pemerintah tolong rekrut orang yg pintar untuk menjalankan aplikasi ini ini aplikasi sama sekali tidak berguna kalau begini setiap saya mengajukan nomor efin yg lupa selalu gagal verifikasi nya sumpah gak ada guna nya aplikasi ini kalau bgini,Negative,Negative
sangat lambannnnn,1,Negative,sangat lambannnnn,Negative,Negative
Aplikasi terhenti stuck,1,Negative,aplikasi terhenti stuck,Negative,Negative
"Ribet tetep aja ujung2nya harus kecabang buat minta efin hanya untuk sekedar login saja,ngakunya terintergrasi dengan nik tapi tetap sampah",1,Negative,ribet tetep aja ujung2nya harus kecabang buat minta efin hanya untuk sekedar login saja ngakunya terintergrasi dengan nik tapi tetap sampah,Negative,Negative
Lupa efin tapi saat verifikasi foto gagal terus.,1,Negative,lupa efin tapi saat verifikasi foto gagal terus,Negative,Negative
"Mantab, tapi kok saya ga bisa nmr minta efin dari apk ini gagal berkali2",3,Neutral,mantab tapi kok saya ga bisa nmr minta efin dari apk ini gagal berkali2,Neutral,Neutral
kode otp ga masuk2 gjlsss,1,Negative,kode otp ga masuk2 gjlsss,Negative,Negative
"Apk gk guna.. Pengguna baru. Daftar disini nya gk bisa di klik. mau tau kode EFIN aja ribet banget prasaan lebih dari 10x saya coba.. Jawaban nya undefined terus. Kalo toh ke kantor pajak, untuk apa guna nya APK ini. Kalo kantor pajak dekat dr lokasi kita tak apa.. Ini jauhnya bukan 😡😡😡",1,Negative,apk gk guna pengguna baru daftar disini nya gk bisa di klik mau tau kode efin aja ribet banget prasaan lebih dari 10x saya coba jawaban nya undefined terus kalo toh ke kantor pajak untuk apa guna nya apk ini kalo kantor pajak dekat dr lokasi kita tak apa ini jauhnya bukan,Negative,Negative
"Puluhan Verifikasi gagal terus, serius gak di ini aplikasi",1,Negative,puluhan verifikasi gagal terus serius gak di ini aplikasi,Negative,Negative
NICE & RECOMMENDED,5,Positive,nice recommended,Positive,Positive
"Mending manual datang k kantor pajak, pulang tinggal nunggu kartu fisik npwp, dari pada online tpi tidak berguna, daftar selalu gagal.. mau meng onlinekan npwp lama fisik) pun susah.. sedangkan zaman skrg mesti login k aplikasi dlu",1,Negative,mending manual datang k kantor pajak pulang tinggal nunggu kartu fisik npwp dari pada online tpi tidak berguna daftar selalu gagal mau meng onlinekan npwp lama fisik pun susah sedangkan zaman skrg mesti login k aplikasi dlu,Negative,Negative
Kenapa saya gagal saat kirim kode padahal saya benar memasukkan kodenya,1,Negative,kenapa saya gagal saat kirim kode padahal saya benar memasukkan kodenya,Negative,Negative
Aplikasi mudah untuk di aplikasikan.,5,Positive,aplikasi mudah untuk di aplikasikan,Positive,Positive
Rudet cacak dek mayar,1,Negative,rudet cacak dek mayar,Negative,Negative
Saya mau daftar npwp baru..pas mau daftar d suruh masuk web pendaftaran..udah d isi form nya tp pas minta kode otp gak ada sms masuk ke no saya..udah bberapa x d coba tetep gk bisa...perbaiki lagi sistem nya biar bisa lebih mudah,1,Negative,saya mau daftar npwp baru pas mau daftar d suruh masuk web pendaftaran udah d isi form nya tp pas minta kode otp gak ada sms masuk ke no saya udah bberapa x d coba tetep gk bisa perbaiki lagi sistem nya biar bisa lebih mudah,Negative,Negative
"Kok aplikasi pemerintah pada gajelas. Gabisa daftar, gabisa dapet efin. Tapi maksa bayar pajak wkwkwkwk",1,Negative,kok aplikasi pemerintah pada gajelas gabisa daftar gabisa dapet efin tapi maksa bayar pajak wkwkwkwk,Negative,Negative
Gagal trus apk ga layak,1,Negative,gagal trus apk ga layak,Negative,Negative
"Ribet daftar nya Padahal.. Efin sama NPWP sesuai Salah,, salah,, Ganggu kerjaan ajh Lazada ajah cuma 2 menit daftar selesai",1,Negative,ribet daftar nya padahal efin sama npwp sesuai salah salah ganggu kerjaan ajh lazada ajah cuma 2 menit daftar selesai,Negative,Negative
"Ini aplikasi untuk laporan pajak atau cuma buat kode billing aja,gak jelas aplikasinya,klo usah ada kode billing trus lapornya dimna? Polsek,kantor camat,kantor desa,atau kemana?",1,Negative,ini aplikasi untuk laporan pajak atau cuma buat kode billing aja gak jelas aplikasinya klo usah ada kode billing trus lapornya dimna polsek kantor camat kantor desa atau kemana,Negative,Negative
Sangat betul,5,Positive,sangat betul,Positive,Positive
Kenapa sih tiap buka aplikasi sll aza kluar lg sndr n tulisannya eror.. Tolong donk diperbaharui agar lbh nyaman pake nya Klo udah bagus saya tambahin ya Bintangnya.. Makasih,3,Neutral,kenapa sih tiap buka aplikasi sll aza kluar lg sndr n tulisannya eror tolong donk diperbaharui agar lbh nyaman pake nya klo udah bagus saya tambahin ya bintangnya makasih,Neutral,Neutral
"Pengajuan lupa efin gk bisa2,gagal terus 😴",1,Negative,pengajuan lupa efin gk bisa2 gagal terus,Negative,Negative
Pelayanannya sangat buruk..untuk apa ada layanan online.jika proses lupa efin aja harus dtg ke kantor pajak..k,1,Negative,pelayanannya sangat buruk untuk apa ada layanan online jika proses lupa efin aja harus dtg ke kantor pajak k,Negative,Negative
